,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
231,232,NEYRET-DUPERRAY HUGUES,ASVEL TRI,S2 31,M,0 days 02:30:20.000000000,0 days 00:26:24.000000000,0 days 01:20:52.000000000,0 days 00:43:05.000000000
232,233,JUNIQUE LAURENT,MACH 3 TRI,V2 31,M,0 days 02:30:21.000000000,0 days 00:26:15.000000000,0 days 01:17:05.000000000,0 days 00:47:02.000000000
233,234,VAN PARRYS PHILIPPE,ST PRIEST TRI,V1 63,M,0 days 02:30:27.000000000,0 days 00:24:43.000000000,0 days 01:22:27.000000000,0 days 00:43:18.000000000
234,235,SCHOPPS PATRICE,ALBERTVILLE TARENTAISE TRI,S3 36,M,0 days 02:30:31.000000000,0 days 00:26:30.000000000,0 days 01:16:23.000000000,0 days 00:47:39.000000000
235,236,ICARD GILLES,AAS FRESNES TRI,V3 9,M,0 days 02:30:32.000000000,0 days 00:26:42.000000000,0 days 01:21:05.000000000,0 days 00:42:45.000000000
236,237,ALEXIA MICHEL,ST PRIEST TRI,V1 64,M,0 days 02:30:41.000000000,0 days 00:25:59.000000000,0 days 01:19:51.000000000,0 days 00:44:52.000000000
237,238,GUGLIELMI HUGO,AMBERIEU TRI,S2 32,M,0 days 02:30:43.000000000,0 days 00:25:39.000000000,0 days 01:23:05.000000000,0 days 00:42:00.000000000
238,239,ROCHEFEUILLE PASCAL,LES VALLONS DE LA TOUR TRI,V1 65,M,0 days 02:30:47.000000000,0 days 00:25:00.000000000,0 days 01:21:03.000000000,0 days 00:44:45.000000000
239,240,MARIO JULIEN,TRILUTRY,V1 66,M,0 days 02:30:56.000000000,0 days 00:27:28.000000000,0 days 01:19:57.000000000,0 days 00:43:32.000000000
240,241,GRANDCLEMENT LUDOVIC,HAUT JURA VO3 MAX TRI,S4 41,M,0 days 02:31:07.000000000,0 days 00:31:22.000000000,0 days 01:19:51.000000000,0 days 00:39:55.000000000
241,242,GROSSE PHILIPPE,VITTEL TRI,S4 42,M,0 days 02:31:18.000000000,0 days 00:26:34.000000000,0 days 01:17:45.000000000,0 days 00:46:59.000000000
242,243,MARGUERITE ANAÎS,DIJON TRI,S2 1,F,0 days 02:31:24.000000000,0 days 00:24:52.000000000,0 days 01:22:29.000000000,0 days 00:44:04.000000000
243,244,MARTINO DOMINIQUE,AIX SAVOIE TRI,V4 2,M,0 days 02:31:26.000000000,0 days 00:31:19.000000000,0 days 01:17:18.000000000,0 days 00:42:50.000000000
244,245,TABURET JEAN CHARLES,TEAM MERMILLOD TRI,S3 37,M,0 days 02:31:28.000000000,0 days 00:31:40.000000000,0 days 01:19:24.000000000,0 days 00:40:25.000000000
245,246,VIGUIER CAROLINE,LES MILLE PATTES TRI,S4 3,F,0 days 02:31:38.000000000,0 days 00:25:22.000000000,0 days 01:22:41.000000000,0 days 00:43:36.000000000
