,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
157,158,DELILLE FREDERIC,LES HYDROCYCLOPEDS,27 V1M,,0 days 03:22:54.000000000,0 days 00:41:08.000000000,0 days 01:43:50.000000000,0 days 00:57:56.000000000
158,159,BURNICHON ALAIN,ASMSE TRIATHLON 42,18 V2M,,0 days 03:23:44.000000000,0 days 00:38:13.000000000,0 days 01:34:41.000000000,0 days 01:10:51.000000000
159,160,GRANGERAT OLIVIER,NON LICENCIÉ,15 S2M,,0 days 03:26:12.000000000,0 days 00:43:41.000000000,0 days 01:36:46.000000000,0 days 01:05:47.000000000
160,161,MARCOUX PIERRE,FONTANIL TRIATHLON,29 S4M,,0 days 03:26:26.000000000,0 days 00:44:24.000000000,0 days 01:42:12.000000000,0 days 00:59:51.000000000
161,162,ALPHONSE SEBASTIEN,TRIATHLON DU SALÈVE,33 S3M,,0 days 03:26:33.000000000,0 days 00:33:49.000000000,0 days 01:45:43.000000000,0 days 01:07:01.000000000
162,163,TALMOR MICHAEL,NON LICENCIÉ,34 S3M,,0 days 03:28:31.000000000,0 days 00:33:01.000000000,0 days 01:44:26.000000000,0 days 01:11:05.000000000
163,164,BLANC MARINE,AIX SAVOIE TRIATHLON,3 S3F,,0 days 03:28:33.000000000,0 days 00:45:20.000000000,0 days 01:42:27.000000000,0 days 01:00:47.000000000
164,165,PLASSART GAEL,NON LICENCIÉ,30 S4M,,0 days 03:30:25.000000000,0 days 00:39:13.000000000,0 days 01:42:18.000000000,0 days 01:08:56.000000000
165,166,CLEMENT STÉPHANE,LES HYDROCYCLOPEDS,31 S4M,,0 days 03:32:37.000000000,0 days 00:45:43.000000000,0 days 01:38:14.000000000,0 days 01:08:41.000000000
166,167,BURTIER BÉATRICE,BOURG EN BRESSE TRIATHLON,2 V2F,,0 days 03:33:47.000000000,0 days 00:31:26.000000000,0 days 01:54:07.000000000,0 days 01:08:15.000000000
167,168,LEFEBVRE EMMANUEL,NON LICENCIÉ,28 V1M,,0 days 03:35:18.000000000,0 days 00:46:09.000000000,0 days 01:39:50.000000000,0 days 01:09:19.000000000
168,169,LEVEUGLE JEAN-MICHEL,PASSY MONT BLANC TRIATHLON,19 V2M,,0 days 03:35:18.000000000,0 days 00:42:17.000000000,0 days 01:51:46.000000000,0 days 01:01:16.000000000
169,170,RAMBAUD PATRICK,NON LICENCIÉ,16 S2M,,0 days 03:44:42.000000000,0 days 00:46:16.000000000,0 days 01:47:25.000000000,0 days 01:11:02.000000000
170,171,DEL OLMO CÉLINE,NON LICENCIÉ,6 S4F,,0 days 03:45:44.000000000,0 days 00:48:48.000000000,0 days 01:45:48.000000000,0 days 01:11:10.000000000
171,172,CRESSEVEUR MICHELLE,NON LICENCIÉ,4 V1F,,0 days 03:50:08.000000000,0 days 00:45:55.000000000,0 days 01:52:24.000000000,0 days 01:11:50.000000000
172,173,BRUN FRANÇOIS,NON LICENCIÉ,17 S2M,,0 days 04:00:25.000000000,0 days 00:42:08.000000000,0 days 01:59:25.000000000,0 days 01:18:54.000000000
173,174,SEIGNEURET CLAUDE,TRIATHLON MÂCON CLUB,1 V5M,,0 days 04:25:42.000000000,0 days 01:03:54.000000000,0 days 02:04:27.000000000,0 days 01:17:22.000000000
