,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
165,166,POZZO DI BORGO MICHEL,COURBEVOIE TRIATHLON,8 V3M,M,0 days 05:04:42.000000000,0 days 00:34:41.000000000,0 days 02:44:51.000000000,0 days 01:45:12.000000000
166,167,DEPREY DOMINIQUE,COURBEVOIE TRIATHLON,1 V4M,M,0 days 05:04:44.000000000,0 days 00:36:23.000000000,0 days 02:49:31.000000000,0 days 01:38:52.000000000
167,168,LABOURIER LUDOVIC,RUSHTEAM ECUBLENS,16 S2M,M,0 days 05:04:50.000000000,0 days 00:34:27.000000000,0 days 02:44:26.000000000,0 days 01:45:58.000000000
168,169,VITALE SEBASTIEN,VAULX EN VELIN TRIATHLON,33 S4M,M,0 days 05:04:53.000000000,0 days 00:35:48.000000000,0 days 02:52:02.000000000,0 days 01:37:05.000000000
169,170,HODIN JEROME,LES ALLIGATORS SEYNOD,34 S4M,M,0 days 05:04:59.000000000,0 days 00:41:21.000000000,0 days 02:38:55.000000000,0 days 01:44:45.000000000
170,171,MINIOT ROMAIN,ASVEL TRIATHLON,8 S1M,M,0 days 05:05:08.000000000,0 days 00:31:18.000000000,0 days 02:40:42.000000000,0 days 01:53:09.000000000
171,172,OUDIN OLIVIER,CLUB DES NAGEURS DE PARIS,30 S3M,M,0 days 05:05:27.000000000,0 days 00:32:43.000000000,0 days 02:55:25.000000000,0 days 01:37:21.000000000
172,173,HERBE DENIS,TRIATHLON CLUB GENEVE,9 V3M,M,0 days 05:05:32.000000000,0 days 00:31:39.000000000,0 days 02:54:11.000000000,0 days 01:39:44.000000000
173,174,MACE FREDERICK,BOURG EN BRESSE TRIATHLON,55 V1M,M,0 days 05:05:34.000000000,0 days 00:36:03.000000000,0 days 02:54:19.000000000,0 days 01:35:14.000000000
174,175,PERRIN DIDIER,PASSY MONT BLANC TRIATHLON,56 V1M,M,0 days 05:05:49.000000000,0 days 00:35:13.000000000,0 days 02:52:33.000000000,0 days 01:38:05.000000000
175,176,VIDIL MARINA,DRAVEIL TRIATHLON 2000,1 S4F,F,0 days 05:05:50.000000000,0 days 00:33:24.000000000,0 days 02:54:27.000000000,0 days 01:38:00.000000000
176,177,CIRON JEAN MICHEL,DRAVEIL TRIATHLON 2000,17 V2M,M,0 days 05:05:52.000000000,0 days 00:28:06.000000000,0 days 02:57:12.000000000,0 days 01:40:36.000000000
177,178,SCOGNAMILLO STEPHANE,MONTAGNE DE L OISANS,10 V3M,M,0 days 05:06:12.000000000,0 days 00:39:49.000000000,0 days 02:55:23.000000000,0 days 01:31:01.000000000
178,179,BORDIER CHARLES,AL ECHIROLLES TRIATHLON,31 S3M,M,0 days 05:06:13.000000000,0 days 00:43:26.000000000,0 days 02:51:42.000000000,0 days 01:31:06.000000000
179,180,MANDIGON DAMIEN,DIJON TRIATHLON,57 V1M,M,0 days 05:06:35.000000000,0 days 00:36:00.000000000,0 days 02:54:40.000000000,0 days 01:35:57.000000000
180,181,SEYVE OLIVIER,VAULX EN VELIN TRIATHLON,18 V2M,M,0 days 05:06:44.000000000,0 days 00:35:53.000000000,0 days 02:48:42.000000000,0 days 01:42:11.000000000
181,182,BONNAMY GREGORY,MACH3 TRIATHLON,35 S4M,M,0 days 05:06:59.000000000,0 days 00:38:25.000000000,0 days 02:51:59.000000000,0 days 01:36:37.000000000
182,183,STETTLER ANNE,RUSHTEAM ECUBLENS,2 S4F,F,0 days 05:07:06.000000000,0 days 00:29:42.000000000,0 days 02:55:48.000000000,0 days 01:41:38.000000000
183,184,CORNET PHILIPPE,ALBERTVILLE TARENTAISE TRIATHLON,36 S4M,M,0 days 05:07:26.000000000,0 days 00:30:37.000000000,0 days 02:49:12.000000000,0 days 01:47:39.000000000
184,185,DAMEVIN REMI,NON LICENCIÉ,17 S2M,M,0 days 05:08:15.000000000,0 days 00:31:56.000000000,0 days 02:36:58.000000000,0 days 01:59:23.000000000
185,186,CENCI ANTOINE,NON LICENCIÉ,32 S3M,M,0 days 05:08:16.000000000,0 days 00:37:11.000000000,0 days 02:50:22.000000000,0 days 01:40:45.000000000
186,187,DUC MAUGE FRANCK,AQUATIQUE CLUB OLYMPIQUE,58 V1M,M,0 days 05:08:43.000000000,0 days 00:37:34.000000000,0 days 02:42:02.000000000,0 days 01:49:09.000000000
187,188,GALIZZI CYRIL,TEAM TRIPASSION,59 V1M,M,0 days 05:08:47.000000000,0 days 00:36:55.000000000,0 days 02:51:30.000000000,0 days 01:40:24.000000000
188,189,BAZZOLI SAMUEL,AQUATIQUE CLUB OLYMPIQUE,37 S4M,M,0 days 05:08:48.000000000,0 days 00:34:06.000000000,0 days 02:54:26.000000000,0 days 01:40:18.000000000
